,微博正文
6014,『四川泸定地震已造成46人遇难16人失联』O四川泸定地震已造成46人遇难16人失联
601,我今天看到最好笑的一句评论“你情我愿给了钱的凭什么骂他。他也没女朋友”，真的哥们你情我愿不给钱叫yp不犯法，你情我愿给了钱的叫pc，那就是犯法#李易峰墨镜#
7654,#台北民众高喊佩洛西滚回去#“大陆就是祖国，台湾省苑举正教授渴望祖国早日统一，就可以坐高铁回祖国了！”台湾地区真的有很多爱国同胞和我们一样渴望统一，希望台独和意图煽动台独的敌对势力都滚出中国好吗LMicro观点的微博视频
773,#都怪丁泽仁##都怪李易峰#为什么睡的好好的会被吓醒啊现在还睡不着不想回学校不想上高一我想回初三
1267,吃瓜主页#李易峰视频#
4104,#英女王伊丽莎白二世去世#幂谈天下英女王伊丽莎白二世生前也是一个铲屎官很多人都知道伊丽莎白女王是一个爱狗人士，最爱的狗狗是柯基。那么女王有多爱她的狗狗呢？狗狗在白金汉宫有自己的房间、睡在每日更换床单的睡床，以及餐桌上从没罐头粮可见一斑。狗狗的食物都是由厨师烹调的，当中有肝脏、鸡肉、米饭、打猎得来的兔子。社会人类学家KateFox说，女王之所以这么爱柯基，因为它们是她的第二自我，行为如她的内在小孩。女王身体好的时候亲自遛狗，直到身体虚弱才假手于人。女王生前的最后一只柯基犬于2018年10月20日去世，当是他12岁。
8648,#外交部回应佩洛西窜访中国台湾地区#相信我的祖国只有一个中国！??
2884,@李易峰真就时代变革者呗
5400,听说4点伊丽莎白女王的遗体会经过皇家一英里，然后就是爱丁堡各种封路，大家都在路两边等着看买了好多东西本来要坐公交车回来结果路全封了，司机说他也不知道现在要开到哪里去最后的结果是走了更远的路到家这两天不宜出门真的L钱七七77的微博视频
1033,#如何看待李易峰此前发声明#拿两个眼珠子看
53,我觉得很多人说的李易峰“非法购买爱情”，也没说错啊，对于很多男的来说，“爱情”不就是免费泄欲？反驳的人不承认有什么用？你们自己不是也说了“李易峰这条件为什么不找个女朋友？”
3703,"#英国女王去世##威廉王子现在是王位第一顺位继承人#【英国民众饱受通胀之苦，专家称#女王离世雪上加霜#】伦敦当地时间9月8日，英国女王伊丽莎白·亚历山德拉·玛丽·温莎去世，享年96岁。“女王的长寿是很重要的品质，所以英国的王室就要比欧洲其他国家的更有全球影响力。”中国社会科学院欧洲研究所研究员赵晨接受时代财经采访时表示。伊丽莎白二世在位70年，横跨了两个世纪，比维多利亚女王在位时间多6年，是英国在位时间最长的君主。在赵晨看来，女王的存在以及形象已经成为英国王室乃至于君主制的典范与象征。据悉，英女王离世后，按照既定的程序，王储查尔斯王子会继承王位。赵晨坦言道，当前，英国民众饱受通胀之苦，欧洲能源危机加剧，整个英国乃至欧洲是在一个较为慌乱的时期，“女王的离世无疑给英国的国民信心雪上加霜”。""在这个时候，如果说查尔斯不能扮演好新国王的角色，可能会使得民众对王室产生反感的声音再度起来。""赵晨补充道。赵晨介绍，新任的首相特拉斯年轻时也曾致力于废除君主制的运动，是反对君主制的积极分子，但这位女首相不久前才从女王手上接过权杖。“这有意味的历史时刻说明，女王是英国王室乃至于君主制的典范与象征，英国君主立宪制依然葆有生命力。”（时代周报）#观天下##巴西总统宣布全国哀悼三天##查尔斯成为英国国王#L经济观察报的微博视频"
4978,Liz是不是Elizabeth的简写？那么这就是来了一个伊丽莎白，就要走一个伊丽莎白？
5533,因为佩洛西去台湾，伊丽莎白和香港问题吵起来了，这事跟我们有啥关系啊，就算台湾统一难道初八就不会在家里拉屎了吗？
6860,哎我只想说，确实没有经历过，我无法与他们感同身受。普通吃瓜群众，只能管好自己，就是做到最好了。高温??洪水??游泳馆爆发疫情??地震(疫情还在持续)不知道该说什么了今晚又重温了唐山大地震，还是很震撼很感动。自己内心的确很偏执，但也真的很容易被影响、被打动。
133,那些感觉“正常”的人，从来都敢说不敢做！甚至都不敢公开承认自己做了！因为它们很清楚这是涉嫌违法犯罪的，那为什么还要嘴硬狡辩呢？因为它们想让整个社会的三观都像它们一样扭曲，“当不正常变成了正常，才能显得它们正常”！！！#李易峰##北京警方通报李易峰##北京警方通报李易峰多次嫖娼#
4906,#英国全国哀悼期已经开始#女王下去见到丘吉尔的时候，如果给丘吉尔说当年他征战之地的印度，前两天经济已经把带嘤超了，丘吉尔会不会气得活过来，丘吉尔还是伊丽莎白就任女王后的第一任首相…
2090,#如何看待李易峰此前发声明#这不就说明，所有艺人的工作室发布的谣言声明都不一定是真的吗？以后要信就信官司结果，别发啥声明了
3401,伊丽莎白一世奠基了英国的崛起，维多利亚女王完整地见证了英国的荣光，伊丽莎白二世见证了英国的衰落。
4251,英国伊丽莎白女王归西。她的一生也是传奇。
8208,#vava前往台湾把佩洛西打包带走#快去你快去吧va木兰
6324,#泸定地震46人遇难#怎么这么严重我还以为是小地震希望别再有伤亡了
2522,你活该被所有人站在道德制高点批判你你活该一辈子都抬不起头你活该丢人好好改造重新做人做个好人做个对社会有用的人这句话熟悉吗@李易峰
2675,李易峰点进超话，看名人动态，刷七八年大粉的微博，一遍遍刺激自己，多次嫖娼供认不讳刻烟吸肺，你可真行
6147,#泸定地震已致超30人遇难#刚看热搜，这次震中泸定，海螺沟，之前都去过。特别是海螺沟，那些街道都还挺熟悉的。希望伤亡少一点吧???
5285,伊丽莎白女王去世！卧槽，见证历史了
2662,同是塌房，邓伦袁冰妍这种至少能让部分真情实感的粉丝不后悔爱过，封杀后能支持的多少支持点；李易峰这种估计自己粉丝提起来都觉得丢脸啊，以后卖茶叶的机会都没了。所以208w们看看对你们这么好的粉丝，也要坚挺住啊，遵纪守法就这么难吗
4376,【#盖茨等科技巨头悼念英国女王#】#英国女王去世#当地时间9月8日，英国女王伊丽莎白二世去世，享年96岁。贝索斯、库克、盖茨、皮查伊等发文悼念。库克表示，“没有什么比献身于为他人服务更崇高的，愿她安息”；比尔·盖茨写道，“我很荣幸能见过伊丽莎白女王陛下，听闻她的去世我非常难过。”@老板联播L老板联播的微博视频
8351,#外交部回应佩洛西窜访中国台湾地区#理性，永远是一个大国必有的选项。中国有句古话叫做将军赶路，不追小兔。必要的反应是应该的，但是也没有必要因为一个老太窜访台湾，启动尚未成熟的武统台湾的行动。更何况美国总统和美国外交部已经以一定的形式示弱。中国崛起不仅需要经济，军事的实力，还需要大的智慧。
5770,#日媒称岸田考虑出席英女王国葬#【日媒：岸田文雄考虑出席伊丽莎白二世国葬】据日本朝日电视台9月10日报道，该媒体获悉，日本首相岸田文雄考虑出席预计于9月中旬举行的英国已故女王伊丽莎白二世的国葬。报道称，岸田计划于本月参加在纽约举行的联合国大会，在此之前，他考虑访问英国，参加伊丽莎白二世的国葬。日本电视台9日稍早前报道，多名日本政府相关人士透露，日本德仁天皇计划出席已故英国女王伊丽莎白二世的国葬，有关方面正在为此做协调。消息人士还称，日本皇后雅子也有意参加。日本广播协会（NHK）等多家日媒10日也报道了德仁天皇计划出席伊丽莎白二世国葬的消息。当地时间8日，英国女王伊丽莎白二世去世，终年96岁，其长子查尔斯继承王位。据美国全国广播公司早些时候报道，白宫已向该媒体证实，美国总统拜登将出席英国女王伊丽莎白二世的葬礼。（环球网）
3468,终于感受到历史的车轮滚滚向前时代的终结历史正在逐渐退场谢幕#伊丽莎白去世#
7665,#佩洛西赴台是重大政治挑衅#中国政府和中国人民在台湾问题上的立场一以贯之。
6921,#四川1小时内连发7次地震#哀民生之多艰。爸爸08年的时候曾去四川抗震救灾，回来之后跟我讲他在蜀地的见闻，后来我又入蜀多次，感受到的无非是一个在心里已经被多次验证的答案——这里的人们真的很好。尤其是我遇到的泸州人都可爱极了，泸州人在我印象里非常非常乐善好施，非常。我对四川实实在在地有感情，希望四川人民这次能够坚强地挺过来。大家中秋都要和家人团圆?
3148,#北京警方通报李易峰多次嫖娼##李易峰多次嫖娼被行政拘留#害怎么就管不住下半身呢当时知道老吴那啥我整个人都是懵的，缓不过来L火车俱乐部的微博视频
7932,就是有一帮傻逼神经病站着说话不腰疼，什么失望什么看不起，合着真打起来自己肯定不是离着战场最近的，现在喊的最凶的将来跑的肯定最快，没事就崇洋媚外的，这个时候开始要脸要骨气了，对国家决定指指点点，所以离着最近的那些同胞都活该陪葬吗？那么多年轻的战士活该送命吗？能和平解决的问题，非要用武力？电视剧看多了吧，以为所有的战争都是动动嘴皮子，炮弹就把敌人打出去了？别人不会反击吗？人家就没有武器？开战都没有伤亡？抗日战争抗美援朝是不得已，不打不行，现在不开战是影响你吃还是影响你喝了？不顾大局逞威风就是英雄了？我家世代军人，有几个弟弟现在还在集训备战中处于失联状态，国家有什么动作能告诉你们？天天靠键盘爱国，靠键盘就指点江山了？就你们能。作为中国人，支持祖国统一，相信国家决定，作为家属，也真心希望一切平安，和平解决。你们如果有能耐，自己上啊，让自己的孩子上啊，不要靠国家力量，靠个人力量去杀了佩洛西，最好连拜登也一起杀了，把整个垃圾欧洲都灭了，我敬你是条好汉。
3165,#华鼎奖取消李易峰最佳男主角#这也？？？拿现在的德行追究过去？？？有毒吧
6619,#居家隔离遇地震能不能出门避险#逛完抖音逛微博完全睡不着但是这么晚天上竟然有地震云这个??和地震到底有没有关系今晚到底睡不睡觉
3557,#查尔斯成为英国国王#英国女王伊丽莎白过世了，世界一个时代，终结掉了，从她的一生来看，她应该算是比较贤明的君主，比较受到英国和英联邦国家的尊敬，是他们国家的象征。查尔斯，也终于熬到了这一天，他等到花儿都谢了，头发都白了，整个世界都物是人非了！
4768,一位老人的去世，一个时代的结束。一位伟大的女性！多重角色完美谢幕。#伊丽莎白女王去世#
800,李易峰：从小就喜欢运动，篮球足球都挺喜欢。我觉得要传递的是正能量，在自己的工作领域要认真工作，勇于挑战，热爱自己。cr.芒果娱乐L全是情侣头像的微博视频
5621,伊丽莎白家庭关系图谱
8153,『佩洛西窜访台湾的真实目的』O佩洛西窜访台湾的真实目的
7761,#外交部回应佩洛西窜访中国台湾地区#终于能发微博了。永远相信国家???戏才开始?
6636,#四川太难了#高温，干旱，限电，疫情，地震，唉！大家都要坚强的挺住，渡过难关。
3389,#英国女王去世##王冠或因英女王去世暂停拍摄#据外媒，因英国女王伊丽莎白二世去世，剧集《王冠》的编剧皮特·摩根表示将暂时停拍，“该剧是一封献给女王的情书，我预计我们会出自尊重而暂停拍摄”。曾在电影《女王》中饰演伊丽莎白的海伦·米伦发文悼念：“我们哀悼一个不论是否头戴王冠，都堪称‘贵族典范’的女人。”不久前才跟伊丽莎白女王一起喝过下午茶的帕丁顿熊也发文哀悼：“一切多谢你，女士。”
5530,英超周末的赛事全部推迟！西甲周末的赛事正常进行！意甲周末的赛事正常进行！德甲周末的赛事正常进行！法甲周末的赛事正常进行！英国女王伊丽莎白二世的去世在英国足坛引起了较大反响，曼联和阿森纳不仅在比赛中进行哀悼，还取消了欧联杯后的媒体活动。而英超公司也发表声明：为了纪念伊丽莎白女王非凡的一生和对国家的贡献，为表达对她的尊重，本周末和下周一晚的英超比赛都将推迟！也就是说，英超球迷在中秋假日没有比赛可看了。不过其他四大联赛正常进行，9月10日，也就中秋当天，德甲、法甲、意甲、西甲，还有中超的两场比赛，都会正常进行，各位球迷可以选择观看！
4008,今天早上9点多的时候一个人走路碰见一条两米多长土黄色的蛇，我被它吓了一跳，它也被我吓了一跳，立马钻进旁边的墙缝里了。本以为好聚好散，各自安好，可没想到一整天都惴惴不安的，仿佛魂魄被蛇吓地呆滞了一般，甚至午睡一闭上眼睛就看到那条长蛇，浑身都不自在。想起早晨起床看到伊丽莎白女王去世的消息，好像这条蛇和女王的去世有一种无形中的牵连。不过我觉得就像唐顿庄园里那个优雅高贵美丽善良的老太太一样，会始终被人欣赏与挂念吧。
122,李易峰，又烂又漂亮?李易峰，又烂又漂亮?李易峰，又烂又漂亮?李易峰，又烂又漂亮?李易峰，又烂又漂亮?李易峰，又烂又漂亮?李易峰，又烂又漂亮?李易峰，又烂又漂亮?李易峰，又烂又漂亮?
4300,感觉这几年突然发生了好多大事呀。好像是从一九年开始的，史无前例的蝗灾、噢大利亚的山火、全球大疫情、极端高温、地震、猴痘，接连不断的灾难就好像魔咒一般。戈尔巴乔夫、金斯伯格大法官都去世了，安倍被枪击死亡，就在今天连伊丽莎白女王也去世了，这都是可以写上历史书的吧。现在的社会问题生育率、女性权益、各种歧视、巨大的社会差距、就业、内卷、劳动者权益、食品安全、社会安全……真的是数不胜数。现在社会好像处在一个大分裂大对立的状态，每个人都是一点即燃的火药桶，连冷静都做不到更别说理性。我从未如此强烈的感受到历史的变动，现在的每一件事都好像在推着历史前进，平静的生活离我们已经很远了。而在被这一切裹挟着前进的我，感受到的有愤怒、有焦虑、有无力，但是最后好像都归于平静了或者说是失望后的麻木吧。所以现在也没什么了，过好自己的生活吧，即使荒唐但快乐才是最重要的最值得专注的。来都来了就尽量取悦自己吧。最后一句：事已至此先吃饭吧
1645,#李易峰墨镜#李这么胖的吗，视频里的男的肚子上还有赘肉，男明星的身材管理这么差的吗？感觉不像啊
1581,李易峰他把李易峰演的很好让我梦了十年
5817,习近平对四川甘孜泸定县6.8级地震作出重要指示O习近平对四川甘孜泸定县6.8级地震作出重要指示
6834,#泸定地震已致46人遇难#望平安?
4040,老太太到底是不是被特拉斯给克的…毕竟特拉斯的全名是伊丽莎白玛丽特拉斯…日不落帝国容不下两个伊丽莎白…
811,李易峰心里好难过啊，怎么办
4537,伊丽莎白送走了伊丽莎白
2785,李易峰正式告别一下，从哪里开始就在哪里结束吧，李贺我真的怎么也想不通，喜欢了9年吧，连我爸妈都知道的程度。从昨天有风声开始20多个朋友来关心我，好像是我老公pc的那种关切，追星追的最长情最真情实感的一次。从高中买海报写真到大学翘课去看心理罪首映，再到线下活动人山人海去支持，花钱高价买生日会门票被黄牛票。虽然不说花了有多少钱，但付出的感情真的不比谈恋爱少。真的想不通关注下半身很难吗别再出现了，老粉的最后请求，以后爱咋约咋约，开心了吧LA一只大园的微博视频
7677,#外交部回应佩洛西窜访中国台湾地区#如果不能和平统一，武统吧。
75,李易峰当时肇事逃逸最后居然平安无事，如今嫖娼被爆，可以说是天网恢恢，报应不爽
8387,#外交部回应佩洛西窜访中国台湾地区#说白了，台湾看不起大陆，干嚎没有用，五筒改不了人心，祖国真正强大了两岸的距离基本就没了
8203,5点醒来，只惦记佩洛西来了没有，她还是来了，虽然我很渺小很普通，但我还是希望祖国统一。
7400,我们一直在等待一个节点，现在终于等到了#佩洛西窜访台湾#
2206,李易峰也摊上事了？[what][what]一夜之间关于李易峰的所有消息都被删除了[震惊]喜欢他十年了，[比心][比心]可千万不能有事啊[玫瑰]
5337,#今天星期五#哎#伊丽莎白女王去世#
3332,#伊丽莎白女王去世#默哀一下吧
3130,#北京警方通报李易峰多次嫖娼##李易峰多次嫖娼被行政拘留#活该，若要人不知除非己莫为，我眼光真的好毒我就说我看不顺眼的人都是有道理的L风元素邂逅水元素的微博视频
1056,李易峰真的好让人失望曾经坚信的认为不可能发生的事情竟然给了自己当头一棒像做梦一样我一直以为你和他们不一样我不敢看微博不敢看抖音我卸载掉从朋友的嘴里一点点得知真他妈就是五雷轰顶直到现在我打开微博也不敢去看热搜那一页你说你在搞什么啊你图什么呢？啊？？？那么多前车之鉴你还要顶风作案哈哈哈哈哈哈哈哈简直太可笑了我还傻傻的等着你的绿海之约这一切就像个笑话你错了错的一塌糊涂你真的该骂
6248,地震已经没了30个人了，那些拿地震玩梗骂人或者是跟风骂防疫的人都别存在在我的好友圈，虽然平时我也骂一些东西，但是搞清楚天灾的含义，这些人我看见一个双一个，没有心的家伙们
2868,#北京警方通报李易峰多次嫖娼#今天看来一个八卦，说李易峰做那事的时候戴着墨镜，结果服务的妹妹说你摘了墨镜做吧，我早认出你了。
8526,台湾问题最主要的就是收复台湾而不是和漂亮国引起战争冲突，等此次事件过去收复台湾只是时间问题。#若佩洛西敢去台湾那我们拭目以待#
7529,#外交部回应佩洛西窜访中国台湾地区#不是，佩洛西真的没了的话，中方就是主动发起战争啊，这概念就不一样吧
2976,明天要去学校#都怪李易峰#
8367,#台北民众高喊佩洛西滚回去#emmm这热一的词条大可不必哈...尴尬死了?虽然这有堵墙但我们不是傻子啊还嫌外网嘲的不够严重吗
5367,喜剧演员比尔马尔说，伊丽莎白女王的去世将标志着英国人民对王室的完全尊重和崇敬的终结。。何天恩
683,#李易峰多次嫖娼被行政拘留#破案了警方走完流程是星期四李易峰其实是为了帮吴某凡带肯德基进去
1325,李易峰不多但也不少，拜拜了我的1540天
8366,#佩洛西##广州打雷#广东的同胞们不要怕，虽然我躺在床上感觉床都动了，这动静不知道把佩洛西吓成什么样了，说明我们祖国已经开始行动了#若佩洛西敢去台湾那我们拭目以待#
6241,今天中午12点52分。四川6.8级地震。西安震感比较强。晚上回来的晚。吃了点冒菜。733
1165,#李易峰超话#每次塌房超话都是最好笑的
9,#李易峰粉丝超话现状#没必要嘲讽粉丝吧？？他做错的事情嘲讽粉丝干嘛？粉丝做错了什么呢？你花个十几年七八年的青春，就这样说没就没了？你不难过吗？？是没有脑干还是没有心啊？知不道粉丝有多难过啊。站在道德的制高点上把粉丝践踏得一无是处很了不起吗？这跟他那样的行为有什么区别？粉丝有自己的判断，你上人家不脱粉的微博底下评论一些很恶意的话，有意思吗？看着不恶心吗？什么排队啊，你自己看看这是人话吗？尊重女性吗？你自己还是个女生呢。还有人家脱不脱粉关你什么事呢？他们有他们自己的判断，用得着你们关啊。
6191,#泸定地震46人遇难#
6790,#四川1小时内连发7次地震#弱者需要尊重，强者需要恭维。年轻人需求鼓励，中年人需求利益，老年人需求肯定。冷漠一点，不加入感情，不被道德绑架。其实所有人都是这样的。太过热情，不过是热脸贴冷屁股。
2267,#如何看待李易峰此前发声明#当屁放。
5151,#英国女王伊丽莎白二世逝世#伊丽莎白女王于1952年登基，是英国历史上在位时间最长的君主。
2647,明天老娘要滚去学校#都怪李易峰#
5184,#英国女王去世#伊丽莎白女王
6641,不是吧不是吧是谁是谁一直不停歇被隔离原来是我啊4号我才隔离完出来就昨天因为地震跑出去喘了一次新鲜空气这么一大早小区吵得不行醒来才知道小区封了今天开始又要隔离了
6301,#四川1小时内连发7次地震#四川今年太难了
5066,#伊丽莎白女王去世#天…见证历史
8485,#台北民众高喊佩洛西滚回去#对于mg和对她自己来说她个老b婆子都死不足惜所以他们敢这样战火在我们的领土上每一颗炮弹花的都是我们的钱面对这么缺德的事我要是台湾当局就宣布回归祖国不浪费一枪一弹不损失一人
1054,#李易峰超话#V我50替你家giegie申冤
8540,#佩洛西去亖#赶紧去si地球有你都是晦气
7414,美国众议长佩洛西访台目的就是把中国拖入战争，中国现在是俄罗斯的大后方，中国的稳定有助于俄的经济稳定，中国現在有实力解放台湾，美国把亚太地区搞乱，中国卷入台海战事，阻遏了中国的经济发展，况且中国还有大量美债在手里，人民币国际化正在进行中，国内经济内循环机制还没有完成，一旦中国卷入台海战争，目前弊大于利，俄乌战事只在俄与欧洲之间进行，美国人只是割韭菜，台湾战事就像俄乌战争一样在他国之间进行，美国人只是坐收渔利，侍时机成熟，中国必将解放台湾，不是不报，时机未到，中国跟美国现在要打的是经济战而非军事战。L活力的青山松林的微博视频
90,#如何看待李易峰此前发声明#发现一个事，每次这些男被抓，就会诞生一个女网红
3806,#英国女王伊丽莎白二世去世#【高清纪录片：伊丽莎白二世】回顾从伊丽莎白女王的父亲乔治六世去世，到威廉王子和凯特·米德尔顿的婚礼，通过珍贵影视资料和相关人士的讲解，这位年轻的公主如何成长为女王的真实故事。#英国女王纪录片##英国女王去世#L学点英语口语的微博视频
1797,赤玉#如何看待李易峰昨晚发声明#嘴是真硬，那个王芳老师好倒霉
3626,#英国女王去世#伊麗莎白女王知道她與GhislaineMaxwell和JeffreyEpstein的家庭關係，並試圖隱瞞。
4177,#伊丽莎白女王去世#我草
1449,李易峰嫖娼被通报中新网：他之前的辟谣显得无比可笑北京警方通报演员李某某多次嫖娼被行拘，据人民日报等媒体报道，演员李某某为@李易峰。@平安北京的通报，让李易峰和团队之前的辟谣显得无比可笑。不超越道德底线、不触碰法律红线，这是做人的基本准则。作为一个公众人物，李易峰更应知晓其中的道理。但在违法行为发生之后，李易峰非但没有认真反思自己的过错，反而希望“大事化小，小事化了”，通过种种行为抹去违法痕迹。犯错之后不知悔改，要比单纯犯错更不可原谅。李易峰曾在声明上问过这样一个问题：“一个公开透明的法制时代谁有本事逃脱违法的后果？”现在告诉你答案：“是的，没有。”
5298,#伊丽莎白女王去世#见证了太多的历史???
7093,#泸定地震46人遇难#???????别再增加了……
2818,#如何看待李易峰此前发声明#人不行
7608,#外交部回应佩洛西窜访中国台湾地区#相信国家的一切，相信就可以了
2582,#北京警方通报李易峰多次嫖娼#没想到除了粉丝，最破防的是?。有本事当?，没本事接受通报。
5014,上历史课的时候说，英国女王是很智慧很聪明很懂得分寸的存在，也是他们国家的信仰。见过伊丽莎白女王的照片，是很优雅的女王。不想看到一个生命的逝去。
1429,如果李易峰还是当年那个kimi口中的“小白不要再哭泣”的他该有多好
1571,#如何看待李易峰昨晚发声明#找个合适的人谈恋爱，结婚不好吗，为什么这么恶心呢
1263,看开端喜欢上了白敬亭，看想见你喜欢上了许广汉，看流金岁月喜欢上了董子健，看香蜜喜欢上了邓伦，结果该税的没睡，看隐秘而伟大喜欢上了李易峰，结果不该睡的睡了，塌房俩了
7812,为避免与美直接军事冲突，可以不击落佩洛西，为防止经济下滑，暂时可以不武统台湾，但是，战机飞越台岛，巡视台岛必须常态化，台湾所谓的防空识别区，必须让他不复存在。
2200,不品人间酒，谁知其中醉？酒不醉人人自醉！他人酒醉我独醒！#酒仙dongdong##遇见美好##苍兰诀番外##李易峰超话##冯小刚##海清##脱口秀大会#
8321,中华人民共和国外交部声明8月2日，美国国会众议长佩洛西不顾中方强烈反对和严正交涉，窜访中国台湾地区，严重违反一个中国原则和中美三个联合公报规定，严重冲击中美关系政治基础，严重侵犯中国主权和领土完整，严重破坏台海和平稳定，向“台独”分裂势力发出严重错误信号O网页链接评：国防部的发声，表示了会有很明确的军事行动。
3330,前脚刚走个共产主义大哥-戈尔巴乔夫，这又要走个资本主义大姐-伊丽莎白，一个人类历史迄今为止最重要时代的人物更迭和换代，两位彻底退出世界舞台
7136,地震预警六十秒我在厕所拉屎
6277,习近平对四川甘孜泸定县6.8级地震作出重要指示要求把抢救生命作为首要任务全力救援受灾群众最大限度减少人员伤亡@新浪新闻O习近平对四川甘孜泸定县6.8级地震作出重要指示要求把抢救生命作为首要任务全力救援受灾群众最大限度减少人员伤亡
7369,#台媒称警方证实佩洛西班机22时降落#最近因为抑郁，官司，还有律师的谈话，所以一直没有看，也没有登录微博，保持着静默，也和律师说好，这几天的官司判决下来后再说具体情况。我不知道该说什么，已经被夹过微博了。所以，祖国，加油。
7896,昨天佩洛西真就到了台湾，之前中美对峙，看谁先眨一下眼，结果佩洛西牛逼，连到台湾住哪个饭店都提前通报给你。这还得了吗，咱不能就这么完了，必须“说到做到”！其实这不是佩洛西的个人行为，2019年1月，特朗普不让佩洛西使用军机到阿富汗、比利时，最终逼着佩洛西自己取消行程。而今天拜登并没有这么做，所以不是她个人行为！
774,#李易峰墨镜#选妃这个词语好像吴签那次也出现过噶
3220,虽然不是伊丽莎白[菊花]
6812,#泸定地震已致超30人遇难#呜呜呜太难了保佑四川人民不要再有人员伤亡了！大家都要平平安安的！?
3867,#英国女王去世#1945年，伊丽莎白说服父亲让自己参加支援反法西斯战争妇女团体中，在那里她的编号是第230873号。伊丽莎白?温莎二世中尉和普通女孩一样共同受训，这次经历为她今后的道路奠定了基础，也得以和普通民众近距离接触。#英国#后来女王也选择让自己的孩子到学校接受教育，而不是在皇宫内。图为1945年4月，伊丽莎白公主在英格兰南部的一个培训中心接受军队机械师的培训，公主身着中尉制服。#新闻看点#
2560,9月11日，北京警方通报李易峰多次嫖娼被行政拘留#如何看待李易峰此前发声明#L军迷club的微博视频
4169,时代的印记。『伊丽莎白』
1183,#李易峰多次嫖娼被行政拘留#现在是pc男共情pc男，脏东西想洗白脏东西了，6
3015,李易峰超话=nt聚集地
6820,#四川1小时内连发7次地震#太可怕了，今晚该有很多人无眠
1538,李易峰你害人不浅啊，这几天有多少男明星睡不好觉
7271,祖国统一，佩洛西滚出拆那
285,其实，我一开始就觉得李易峰丑
3512,安倍晋三死了，戈尔巴乔夫逝了，伊丽莎白薨了，下一个是不是漂亮国摆灯啊？晚安，好梦！
7548,#佩洛西#
401,李易峰八年我无法释怀
1235,美美子有点好奇李易峰通报出来以后，你们的朋友圈有那种，明明不认识他不喜欢他的男生，却支持他pc的男生吗？#如何看待李易峰此前发声明#
400,#李易峰墨镜#
8262,#解放军将展开一系列针对性军事行动##实现祖国统一的决心坚如磐石#昨晚上一直刷微博，想及时了解台海形势。结果，微博崩了看来大家都非常关注啊！我哥说，现在是收复台湾最好的时机：一是乌克兰那边牵制着美国，它暂时无法全力对付中国；二是现在中国海军实力不逊于美国。但美国的整体实力摆在那，以后就不好说了。现在台独势力如此猖獗，以后只会更甚，和平统一的机会越来越渺茫。如今佩洛西送上了这么个好机会，恐怕今后几十年都未必有更好的时机了。其实我一直害怕打仗、期盼和平，但美国已挑衅到这种程度，台湾问题迟早必须解决，不能让它成为阻碍中国崛起的一颗毒瘤。现在不解决，以后只会越来越难——所以，要不就趁此机会彻底解决吧！希望有生之年，能看到祖国统一的美好画面！
8231,#暂停台湾地区柑橘类水果等输入大陆##实现祖国统一的决心坚如磐石#所有的平台起码出现两种声音，你来我往，互相争论，只有知乎不一样，清一色的泄气了。这是为什么？而且知乎上都是大V泄气、看衰、不满的，这些大V不只是时政军事领域的，还包括自然科学的，但是情绪一致，就是不理解我们的举动！这是为什么？比如我截图一个数学答主的回答，你就知道其中的情绪了。有意思的是，在昨晚微博宕机一小时的时候，知乎反倒能实时播报佩洛西的新闻。进入回答，去选择“最新”栏目里的回答。便能看到许多信息和内容。只是没想到23点以后知乎情绪会如此一致。#微博新知博主#
1848,李易峰不知道你是不是交友不慎被带入歧途还是说娱乐圈的大染缸让你早已满身肮脏又或许只是你自己…无论是哪种你都已经把自己毁了，可惜了大家对你的爱对你的期许，你知道吗？你的粉丝绝大多数都在盼着你谈恋爱结婚生子，而你对于这方面你却用了最不耻的方式解决。哪怕是yp我想大家也是能够理解接受的，毕竟你是正常人，人之常情嘛。哎，希望你在里面能真正的认识到你的问题，出来之后重新调整好自己，虽然不能出现在公众面前，也要想好怎么样做好一个普通人，要干什么怎么回归生活，千万不要就此消沉那也不是大家想看到的。不懂你为什么非要这样？我宁愿相信你本质不坏只是误入歧途，太让人失望了本来是正常的生理需求非要用违反法律的方式解决我颠三倒四也不知道说了什么，哎！最后一次感慨吧！
134,李易峰我还没去看过你的演唱会我还没为你接机送机过我还没有你的签名我还没有合照……但，也不会再有了
3550,早上起床打开微博热搜我：英国女王伊丽莎白去世了坤哥：额...咱们欠她礼么我：
8546,#外交部回应佩洛西窜访中国台湾地区#相信国家相信党！！！
3144,#北京警方通报李易峰多次嫖娼##李易峰多次嫖娼被行政拘留#昨天晚上还发长文怒斥别人造谣，打脸来得如此之快，真的要把我笑死L热血动漫道馆的微博视频
5359,连看了两天关于王室的纪录片，真的真的好喜欢伊丽莎白，女王真的好有责任感，倾尽一生为了英国直到最后一刻也还在工作，她去世到现在我都没有实感，很难想象以后的小朋友们会不知道英国女王，这位让我从很小就知道的现代君主…
2592,#李易峰多次嫖娼被行政拘留#娱乐圈，果然是个圈。一个进去了，另一个还会远吗
2312,李易峰曾经无数次想脱粉一方面原因是因为顾年时泱仔采花开个小号好花痴这类外面各种惹事的表演型人格让我觉得这个粉圈很恶心，顾年时被脚脚告是挺惨，但是她自己惹得事一点不少，连李易峰和厕旅游这种你也要拿出来数叨他，不喜欢厕是真的，但是假设没有这个事他和朋友旅游有什么错，开的玩笑也能被当成罪状，你明明早就滚了现在来装什么？
